"source","num_articles","earliest","latest","min","max","avg","num_alerts"
SPEEDWEEK,1,"2019-03-12T16:36:00Z","2019-03-12T16:36:00Z",0.141666666,0.141666666,0.14166666567325592,0
SPIEGEL ONLINE,283,"2014-05-17T10:09:00Z","2019-03-11T15:41:00Z",-0.411111116,0.338461548,0.049432747311398136,24
Sport1.de,2,"2015-12-16T14:51:00Z","2016-10-11T21:40:00Z",0.168181822,0.233333334,0.20075757801532745,1
sport.oe24.at,1,"2014-07-12T23:42:00Z","2014-07-12T23:42:00Z",0.0700000003,0.0700000003,0.07000000029802322,0
Spox.com,3,"2015-12-16T17:52:00Z","2017-12-06T18:43:00Z",-0.193749994,0.356060594,0.17077019810676575,0
Sputnik Deutschland,4,"2015-12-12T00:32:00Z","2019-03-11T11:37:00Z",0.0419270843,0.139642864,0.08089182525873184,1
stanet.ch,2,"2015-12-16T15:27:00Z","2016-03-02T09:31:00Z",0.0585365854,0.132352948,0.09544476680457592,0
stern.de,6,"2019-03-02T13:25:00Z","2019-03-08T06:12:00Z",-0.128217816,0.0067777778,-0.07317047325583796,5
Stern magazine,29,"2014-11-30T14:31:00Z","2018-08-29T16:00:00Z",-0.0857142881,0.300000012,0.034937911209297075,6
storyspots,7,"2015-06-30T09:21:00Z","2015-10-29T06:25:00Z",-0.925000012,0,-0.48452381417155266,1
stuttgarter-nachrichten.de,2,"2018-08-31T10:47:00Z","2018-12-30T05:36:00Z",-0.0602564104,0.0685048997,0.004124244675040245,0
Stuttgarter-Zeitung.de,8,"2014-04-11T05:42:00Z","2019-03-11T16:49:00Z",-0.141666666,0.185000002,0.054262891120743006,3
Süddeutsche.de,3,"2014-04-28T09:56:00Z","2018-03-31T11:54:00Z",-0.0359999985,0.106666669,0.04706976811091105,0
Süddeutsche Zeitung,49,"2014-06-10T08:05:00Z","2019-02-25T19:51:00Z",-0.208620682,0.273655921,0.054771696637878765,8
SÜDKURIER Online,2,"2015-12-10T02:43:00Z","2018-02-27T23:00:00Z",0.0134615386,0.236956522,0.12520903022959828,0
suedostschweiz.ch,78,"2014-05-18T22:25:00Z","2019-03-12T09:28:00Z",-0.184482753,0.5,0.10467853012960404,2
svz,1,"2017-04-22T14:06:00Z","2017-04-22T14:06:00Z",0.00425531901,0.00425531901,0.0042553190141916275,0
SWI swissinfo.ch,55,"2014-08-10T05:08:00Z","2018-11-29T05:13:00Z",-0.0718713477,0.235714287,0.0670031349259344,12
swp.de,3,"2017-09-29T02:06:00Z","2018-03-04T15:57:00Z",0.00999999978,0.0857142881,0.05074534254769484,0
swr,1,"2014-05-17T13:11:00Z","2014-05-17T13:11:00Z",0.0548611097,0.0548611097,0.05486110970377922,0
SWR3.de,1,"2018-03-20T15:11:00Z","2018-03-20T15:11:00Z",-0.0769230798,-0.0769230798,-0.07692307978868484,0
SZ-Online,2,"2016-05-17T19:12:00Z","2016-05-23T09:30:00Z",-0.093020834,0.0127450982,-0.04013786790892482,1
TAG24,1,"2018-02-28T23:00:00Z","2018-02-28T23:00:00Z",0.0444444455,0.0444444455,0.04444444552063942,0
Tagblatt,1030,"2014-01-16T05:50:00Z","2019-03-13T04:26:00Z",-0.384615391,0.480333328,0.07565735863545431,42
Tageblatt Online,2,"2016-09-29T06:17:00Z","2018-06-15T14:25:00Z",0.0500000007,0.129999995,0.08999999798834324,1
Tages Anzeiger,1094,"2014-01-04T11:09:00Z","2019-03-12T21:09:00Z",-0.302777767,0.491071433,0.06070149950187234,71
tagesschau.de,12,"2015-12-08T13:09:00Z","2018-12-17T17:11:00Z",-0.158695653,0.400000006,0.036617921044429146,2
Tageswoche,4,"2014-03-07T04:34:00Z","2015-05-21T03:04:00Z",0.0444444455,0.218181819,0.11256060283631086,0
tageszeitung.it,1,"2018-04-09T03:04:00Z","2018-04-09T03:04:00Z",0.0954023004,0.0954023004,0.0954023003578186,0
taz.de,31,"2014-09-23T18:37:00Z","2018-09-23T15:31:00Z",-0.219047621,0.247058824,0.07100460065093132,5
Telebasel,14,"2019-01-09T17:40:00Z","2019-03-07T09:36:00Z",-0.0739130452,0.200000003,0.07047543435224465,0
telebasel.ch,34,"2017-01-09T16:00:00Z","2018-12-31T13:43:00Z",-0.20769231,0.566666663,0.06803903027492411,2
Telepolis,2,"2019-01-26T16:23:00Z","2019-02-25T14:14:00Z",-0.0288333334,0.0123983743,-0.008217479567974806,1
The Huffington Post,2,"2014-07-04T05:10:00Z","2018-12-31T14:50:00Z",-0.0191176478,0.0416666679,0.011274510063230991,0
Thuner Tagblatt,33,"2014-01-07T17:24:00Z","2015-02-09T06:11:00Z",-0.204761907,0.278571427,0.03929483094323201,4
Tichys Einblick,5,"2018-10-01T12:08:00Z","2019-02-15T13:23:00Z",-0.25,0.12166667,-0.032098862901329996,1
tierwelt.ch,1,"2016-09-15T09:10:00Z","2016-09-15T09:10:00Z",-0.12954545,-0.12954545,-0.1295454502105713,0
Tiroler Tageszeitung Online,18,"2014-03-23T23:31:00Z","2019-03-07T09:56:00Z",-0.234999999,0.449999988,0.04928725023960902,2
T-online.de,109,"2014-07-13T07:03:00Z","2019-03-07T18:40:00Z",-0.219444439,0.271666676,0.024708514247055446,16
toponline.ch,20,"2015-10-18T12:10:00Z","2018-12-02T03:53:00Z",-0.161111116,0.425000012,0.07668066387996078,2
tz,5,"2016-03-15T15:06:00Z","2018-12-29T09:16:00Z",-0.0611111112,0.10897436,0.04567640796303749,0
Uetersener Nachrichten,2,"2014-12-25T18:34:00Z","2014-12-26T16:26:00Z",0.2590909,0.292499989,0.27579544484615326,0
usinger-anzeiger.de,3,"2016-12-28T16:25:00Z","2017-11-25T20:18:00Z",-0.0947368443,0.125,0.007483551899592082,1
Vaterland online,18,"2015-05-10T06:24:00Z","2017-11-07T14:49:00Z",-0.138888896,0.218181819,0.06163427052605483,1
verlagshaus-jaumann.de,11,"2015-02-15T23:25:00Z","2019-03-08T15:58:00Z",-0.147530869,0.283333331,0.10519400797784328,0
vienna.at,1,"2019-01-17T09:45:00Z","2019-01-17T09:45:00Z",0.032352943,0.032352943,0.03235294297337532,0
vol.at,19,"2015-10-15T15:02:00Z","2018-12-21T04:43:00Z",-0.164705887,0.400000006,0.11750385062278886,1
volksblatt.li,2,"2015-03-10T07:43:00Z","2015-12-10T14:58:00Z",-0.108695649,0.0677083358,-0.020493656396865845,0
volksfreund.de,4,"2016-05-01T13:06:00Z","2017-09-22T17:08:00Z",-0.0914285704,0.274358988,0.09957876056432724,0
Volksfreund.de,3,"2019-02-10T17:03:00Z","2019-03-08T17:30:00Z",0.0308333337,0.121428572,0.08983442932367325,1
Volksstimme.de,1,"2014-08-19T00:42:00Z","2014-08-19T00:42:00Z",0.215789467,0.215789467,0.21578946709632874,0
Voltaire Netzwerk,1,"2015-12-11T15:54:00Z","2015-12-11T15:54:00Z",0.0334699452,0.0334699452,0.033469945192337036,1
vorwaerts.ch,7,"2015-04-01T16:50:00Z","2016-09-20T16:46:00Z",-0.242500007,0.13333334,0.00625167866902692,1
wa.de,2,"2018-01-27T11:29:00Z","2019-03-07T08:15:00Z",-0.0068965517,0.0642857179,0.028694583103060722,0
wallstreet-online.de,2,"2017-04-16T04:28:00Z","2017-12-22T14:44:00Z",-0.0326923095,0.195353538,0.08133061416447163,0
watson.ch,72,"2019-01-03T02:23:00Z","2019-03-12T06:48:00Z",-0.119387753,0.296312064,0.06366635807919213,4
WAZ,2,"2017-03-29T20:56:00Z","2018-12-30T07:45:00Z",-0.0350000001,0.0228571426,-0.006071428768336773,0
WEB.DE,10,"2014-09-14T14:08:00Z","2018-06-25T07:29:00Z",-0.0322580636,0.307894737,0.10046534547582268,1
werbewoche.ch,1,"2016-08-22T05:18:00Z","2016-08-22T05:18:00Z",-0.118965514,-0.118965514,-0.1189655140042305,0
werra-rundschau.de,1,"2016-06-20T12:45:00Z","2016-06-20T12:45:00Z",0.581818163,0.581818163,0.581818163394928,0
Weser Kurier,3,"2017-06-09T18:56:00Z","2018-12-30T07:34:00Z",-0.0760869533,0.201666668,0.10490736862023671,1
Westdeutsche Zeitung,2,"2014-12-25T19:17:00Z","2018-07-02T16:07:00Z",0.0365384631,0.307894737,0.1722165998071432,0
Westfälische Rundschau,3,"2018-03-28T13:12:00Z","2019-03-12T07:21:00Z",-0.0703980103,0.224074081,0.09768654157718022,0
Wiener Zeitung,16,"2014-11-28T22:32:00Z","2018-12-29T11:11:00Z",-0.145512819,0.172222227,0.02120729547459632,1
Wiesbadener Kurier,1,"2016-10-10T22:58:00Z","2016-10-10T22:58:00Z",0.138888896,0.138888896,0.1388888955116272,0
WIRED,1,"2018-09-18T13:06:00Z","2018-09-18T13:06:00Z",0.175706208,0.175706208,0.17570620775222778,1
Wirtschafts Woche,18,"2014-10-29T14:14:00Z","2018-01-09T22:34:00Z",-0.0782608688,0.457575768,0.07937824587053102,5
Wochen-Zeitung für das Emmental und Entlebuch,1,"2016-02-04T06:11:00Z","2016-02-04T06:11:00Z",0.246875003,0.246875003,0.24687500298023224,0
wp.de,2,"2017-10-01T00:56:00Z","2019-02-06T15:07:00Z",0.0369047634,0.216025636,0.1264651995152235,0
wsws.org,2,"2018-12-29T09:25:00Z","2019-03-08T23:41:00Z",0.0234767031,0.0566091947,0.04004294890910387,0
Yahoo Finanzen Deutschland,1,"2017-09-28T14:32:00Z","2017-09-28T14:32:00Z",0.0569597073,0.0569597073,0.05695970728993416,0
Yahoo Nachrichten Deutschland,2,"2016-03-11T15:25:00Z","2016-12-31T21:00:00Z",-0.155769229,0.170000002,0.007115386426448822,0
zak.de,1,"2014-03-10T21:56:00Z","2014-03-10T21:56:00Z",0.100000001,0.100000001,0.10000000149011612,0
ZDF,1,"2017-12-30T22:54:00Z","2017-12-30T22:54:00Z",-0.042857144,-0.042857144,-0.04285714402794838,0
ZEIT ONLINE,42,"2014-03-10T18:21:00Z","2019-03-04T10:43:00Z",-0.186549708,0.284276724,0.04340367832975019,5
Zentral+,3,"2016-02-28T15:17:00Z","2016-10-28T14:59:00Z",-0.0275151506,0.155158728,0.08377319574356079,0
zsz.ch/,1,"2016-02-12T12:26:00Z","2016-02-12T12:26:00Z",0.107407406,0.107407406,0.10740740597248077,0
zueriost.ch,16,"2018-03-15T08:22:00Z","2019-02-02T08:12:00Z",-0.0199999996,0.540000021,0.1413240940310061,1
zuonline.ch/,51,"2015-05-29T10:54:00Z","2019-03-11T16:56:00Z",-0.485000014,0.340000004,0.04820200470367483,2
ΑΘΗΝΑ984,1,"2019-03-08T09:19:00Z","2019-03-08T09:19:00Z",-0.130769238,-0.130769238,-0.13076923787593842,0
